timestamp(ms),setpoint,measured,
"1696520209.87","0",,
"1696520209.872",,"0",
"1696520209.893","0",,
"1696520209.895",,"0",
"1696520209.918","0",,
"1696520209.92",,"0",
"1696520209.94","0",,
"1696520209.942",,"0",
"1696520209.962","0",,
"1696520209.964",,"0",
"1696520209.99","0",,
"1696520209.992",,"0",
"1696520210.017","0",,
"1696520210.019",,"0",
"1696520210.04","0",,
"1696520210.042",,"0",
"1696520210.064","0",,
"1696520210.066",,"0",
"1696520210.092","0",,
"1696520210.094",,"0",
"1696520210.117","0",,
"1696520210.119",,"0",
"1696520210.139","0",,
"1696520210.141",,"0",
"1696520210.165","0",,
"1696520210.167",,"0",
"1696520210.194","0",,
"1696520210.196",,"0",
"1696520210.219","0",,
"1696520210.221",,"0",
"1696520210.241","0",,
"1696520210.243",,"0",
"1696520210.263","0",,
"1696520210.265",,"0",
"1696520210.284","0",,
"1696520210.286",,"0",
"1696520210.307","0",,
"1696520210.309",,"0",
"1696520210.329","0",,
"1696520210.331",,"0",
"1696520210.351","0",,
"1696520210.353",,"0",
"1696520210.374","0",,
"1696520210.376",,"0",
"1696520210.401","0",,
"1696520210.403",,"0",
"1696520210.424","0",,
"1696520210.426",,"0",
"1696520210.446","0",,
"1696520210.448",,"0",
"1696520210.468","0",,
"1696520210.47",,"0",
"1696520210.489","0",,
"1696520210.491",,"0",
"1696520210.511","0",,
"1696520210.513",,"0",
"1696520210.533","0",,
"1696520210.535",,"0",
"1696520210.555","0",,
"1696520210.557",,"0",
"1696520210.577","0",,
"1696520210.579",,"0",
"1696520210.604","0",,
"1696520210.606",,"0",
"1696520210.626","0",,
"1696520210.628",,"0",
"1696520210.648","0",,
"1696520210.65",,"0",
"1696520210.67","0",,
"1696520210.672",,"0",
"1696520210.691","0",,
"1696520210.693",,"0",
"1696520210.714","0",,
"1696520210.715",,"0",
"1696520210.736","0",,
"1696520210.737",,"0",
"1696520210.758","0",,
"1696520210.76",,"0",
"1696520210.78","0",,
"1696520210.782",,"0",
"1696520210.809","0",,
"1696520210.81",,"0",
"1696520210.834","0",,
"1696520210.836",,"0",
"1696520210.857","0",,
"1696520210.859",,"0",
"1696520210.879","0",,
"1696520210.881",,"0",
"1696520210.918","0",,
"1696520210.92",,"0",
"1696520210.94","0",,
"1696520210.942",,"0",
"1696520210.963","0",,
"1696520210.964",,"0",
"1696520210.984","0",,
"1696520210.986",,"0",
"1696520211.013","0",,
"1696520211.015",,"0",
"1696520211.041","0",,
"1696520211.043",,"0",
"1696520211.063","0",,
"1696520211.065",,"0",
"1696520211.087","0",,
"1696520211.088",,"0",
"1696520211.12","0",,
"1696520211.122",,"0",
"1696520211.143","0",,
"1696520211.145",,"0",
"1696520211.164","0",,
"1696520211.166",,"0",
"1696520211.185","0",,
"1696520211.186",,"0",
"1696520211.22","0",,
"1696520211.222",,"0",
"1696520211.245","0",,
"1696520211.247",,"0",
"1696520211.267","0",,
"1696520211.268",,"0",
"1696520211.289","0",,
"1696520211.29",,"0",
"1696520211.318","0",,
"1696520211.319",,"0",
"1696520211.345","0",,
"1696520211.347",,"0",
"1696520211.366","0",,
"1696520211.367",,"0",
"1696520211.388","0",,
"1696520211.389",,"0",
"1696520211.41","0",,
"1696520211.412",,"0",
"1696520211.435","0",,
"1696520211.436",,"0",
"1696520211.457","0",,
"1696520211.459",,"0",
"1696520211.479","0",,
"1696520211.48",,"0",
"1696520211.5","0",,
"1696520211.501",,"0",
"1696520211.526","0",,
"1696520211.528",,"0",
"1696520211.549","0",,
"1696520211.551",,"0",
"1696520211.573","0",,
"1696520211.575",,"0",
"1696520211.595","0",,
"1696520211.596",,"0",
"1696520211.624","0",,
"1696520211.625",,"0",
"1696520211.647","0",,
"1696520211.648",,"0",
"1696520211.669","0",,
"1696520211.67",,"0",
"1696520211.69","0",,
"1696520211.692",,"0",
"1696520211.714","0",,
"1696520211.715",,"0",
"1696520211.737","0",,
"1696520211.738",,"0",
"1696520211.759","0",,
"1696520211.761",,"0",
"1696520211.781","0",,
"1696520211.782",,"0",
"1696520211.804","0",,
"1696520211.806",,"0",
"1696520211.832","0",,
"1696520211.833",,"0",
"1696520211.856","0",,
"1696520211.857",,"0",
"1696520211.879","0",,
"1696520211.88",,"0",
"1696520211.901","0",,
"1696520211.902",,"0",
"1696520211.931","0",,
"1696520211.933",,"0",
"1696520211.956","0",,
"1696520211.957",,"0",
"1696520211.978","0",,
"1696520211.979",,"0",
"1696520212","0",,
"1696520212.001",,"0",
"1696520212.023","0",,
"1696520212.025",,"0",
"1696520212.049","0",,
"1696520212.051",,"0",
"1696520212.078","0",,
"1696520212.079",,"0",
"1696520212.099","0",,
"1696520212.1",,"0",
"1696520212.121","0",,
"1696520212.123",,"0",
"1696520212.143","0",,
"1696520212.144",,"0",
"1696520212.167","0",,
"1696520212.169",,"0",
"1696520212.189","0",,
"1696520212.19",,"0",
"1696520212.212","0",,
"1696520212.213",,"0",
"1696520212.242","0",,
"1696520212.243",,"0",
"1696520212.267","0",,
"1696520212.269",,"0",
"1696520212.289","0",,
"1696520212.29",,"0",
"1696520212.311","0",,
"1696520212.312",,"0",
"1696520212.342","0",,
"1696520212.343",,"0",
"1696520212.365","0",,
"1696520212.366",,"0",
"1696520212.387","0",,
"1696520212.389",,"0",
"1696520212.409","0",,
"1696520212.41",,"0",
"1696520212.43","0",,
"1696520212.431",,"0",
"1696520212.455","0",,
"1696520212.456",,"0",
"1696520212.48","0",,
"1696520212.481",,"0",
"1696520212.504","0",,
"1696520212.506",,"0",
"1696520212.526","0",,
"1696520212.527",,"0",
"1696520212.55","0",,
"1696520212.551",,"0",
"1696520212.573","0",,
"1696520212.574",,"0",
"1696520212.595","0",,
"1696520212.596",,"0",
"1696520212.618","0",,
"1696520212.62",,"0",
"1696520212.64","0",,
"1696520212.641",,"0",
"1696520212.663","0",,
"1696520212.664",,"0",
"1696520212.688","0",,
"1696520212.689",,"0",
"1696520212.71","0",,
"1696520212.711",,"0",
"1696520212.732","0",,
"1696520212.734",,"0",
"1696520212.756","0",,
"1696520212.757",,"0",
"1696520212.78","0",,
"1696520212.781",,"0",
"1696520212.802","0",,
"1696520212.803",,"0",
"1696520212.824","0",,
"1696520212.825",,"0",
"1696520212.854","0",,
"1696520212.856",,"0",
"1696520212.876","0",,
"1696520212.877",,"0",
"1696520212.898","0",,
"1696520212.899",,"0",
"1696520212.92","0",,
"1696520212.921",,"0",
"1696520212.944","0",,
"1696520212.945",,"0",
"1696520212.967","0",,
"1696520212.969",,"0",
"1696520212.989","0",,
"1696520212.99",,"0",
"1696520213.012","0",,
"1696520213.013",,"0",
"1696520213.034","0",,
"1696520213.036",,"0",
"1696520213.062","0",,
"1696520213.063",,"0",
"1696520213.089","0",,
"1696520213.091",,"0",
"1696520213.115","0",,
"1696520213.116",,"0",
"1696520213.133","20.43",,
"1696520213.134",,"0",
"1696520213.164","20.43",,
"1696520213.166",,"0",
"1696520213.187","20.43",,
"1696520213.189",,"0",
"1696520213.209","20.43",,
"1696520213.211",,"0",
"1696520213.234","20.43",,
"1696520213.236",,"0",
"1696520213.262","20.43",,
"1696520213.264",,"1.34",
"1696520213.286","20.43",,
"1696520213.288",,"4.36",
"1696520213.308","20.43",,
"1696520213.31",,"6.6",
"1696520213.33","20.43",,
"1696520213.332",,"8.46",
"1696520213.352","20.43",,
"1696520213.354",,"9.57",
"1696520213.374","20.43",,
"1696520213.376",,"10.38",
"1696520213.397","20.43",,
"1696520213.399",,"10.99",
"1696520213.419","20.43",,
"1696520213.421",,"11.59",
"1696520213.441","20.43",,
"1696520213.443",,"11.87",
"1696520213.474","20.43",,
"1696520213.476",,"12.09",
"1696520213.498","20.43",,
"1696520213.5",,"12.4",
"1696520213.52","20.43",,
"1696520213.522",,"12.38",
"1696520213.543","20.43",,
"1696520213.545",,"12.5",
"1696520213.575","20.43",,
"1696520213.577",,"12.53",
"1696520213.598","20.43",,
"1696520213.6",,"12.52",
"1696520213.621","20.43",,
"1696520213.623",,"12.68",
"1696520213.646","20.43",,
"1696520213.648",,"12.68",
"1696520213.678","20.43",,
"1696520213.68",,"12.86",
"1696520213.703","20.43",,
"1696520213.705",,"12.87",
"1696520213.727","20.43",,
"1696520213.729",,"12.66",
"1696520213.749","20.43",,
"1696520213.751",,"12.73",
"1696520213.778","20.43",,
"1696520213.78",,"12.72",
"1696520213.801","20.43",,
"1696520213.803",,"12.67",
"1696520213.824","20.43",,
"1696520213.826",,"12.68",
"1696520213.846","20.43",,
"1696520213.848",,"12.68",
"1696520213.868","20.43",,
"1696520213.87",,"12.75",
"1696520213.892","20.43",,
"1696520213.894",,"12.85",
"1696520213.914","20.43",,
"1696520213.916",,"12.76",
"1696520213.936","20.43",,
"1696520213.938",,"12.76",
"1696520213.958","20.43",,
"1696520213.96",,"12.88",
"1696520213.984","20.43",,
"1696520213.986",,"12.76",
"1696520214.008","20.43",,
"1696520214.01",,"12.79",
"1696520214.03","20.43",,
"1696520214.032",,"12.76",
"1696520214.052","20.43",,
"1696520214.054",,"12.62",
"1696520214.088","20.43",,
"1696520214.09",,"12.63",
"1696520214.117","20.43",,
"1696520214.119",,"12.63",
"1696520214.14","20.43",,
"1696520214.142",,"12.67",
"1696520214.162","20.43",,
"1696520214.164",,"12.8",
"1696520214.188","20.43",,
"1696520214.19",,"12.75",
"1696520214.211","20.43",,
"1696520214.213",,"12.9",
"1696520214.232","20.43",,
"1696520214.234",,"12.83",
"1696520214.254","20.43",,
"1696520214.256",,"12.7",
"1696520214.276","20.43",,
"1696520214.278",,"12.63",
"1696520214.298","20.43",,
"1696520214.3",,"12.75",
"1696520214.32","20.43",,
"1696520214.322",,"12.6",
"1696520214.342","20.43",,
"1696520214.344",,"12.66",
"1696520214.364","20.43",,
"1696520214.366",,"12.63",
"1696520214.394","20.43",,
"1696520214.396",,"12.62",
"1696520214.417","20.43",,
"1696520214.419",,"12.87",
"1696520214.439","20.43",,
"1696520214.441",,"12.77",
"1696520214.461","20.43",,
"1696520214.463",,"12.79",
"1696520214.483","20.43",,
"1696520214.485",,"12.75",
"1696520214.505","20.43",,
"1696520214.507",,"12.88",
"1696520214.526","20.43",,
"1696520214.528",,"12.62",
"1696520214.548","20.43",,
"1696520214.55",,"12.67",
"1696520214.57","20.43",,
"1696520214.572",,"12.78",
"1696520214.598","20.43",,
"1696520214.6",,"12.58",
"1696520214.625","20.43",,
"1696520214.627",,"12.63",
"1696520214.647","20.43",,
"1696520214.649",,"12.66",
"1696520214.669","20.43",,
"1696520214.671",,"12.72",
"1696520214.7","20.43",,
"1696520214.702",,"12.79",
"1696520214.723","20.43",,
"1696520214.725",,"12.81",
"1696520214.745","20.43",,
"1696520214.747",,"12.8",
"1696520214.767","20.43",,
"1696520214.769",,"12.88",
"1696520214.789","20.43",,
"1696520214.791",,"12.72",
"1696520214.811","20.43",,
"1696520214.813",,"12.53",
"1696520214.833","20.43",,
"1696520214.835",,"12.75",
"1696520214.857","20.43",,
"1696520214.859",,"12.5",
"1696520214.88","20.43",,
"1696520214.882",,"12.62",
"1696520214.905","20.43",,
"1696520214.907",,"12.65",
"1696520214.928","20.43",,
"1696520214.93",,"12.7",
"1696520214.95","20.43",,
"1696520214.952",,"12.8",
"1696520214.971","20.43",,
"1696520214.973",,"12.88",
"1696520214.994","20.43",,
"1696520214.996",,"12.83",
"1696520215.016","20.43",,
"1696520215.018",,"12.77",
"1696520215.038","20.43",,
"1696520215.04",,"12.66",
"1696520215.061","20.43",,
"1696520215.063",,"12.63",
"1696520215.084","20.43",,
"1696520215.086",,"12.68",
"1696520215.111","20.43",,
"1696520215.113",,"12.68",
"1696520215.135","20.43",,
"1696520215.137",,"12.52",
"1696520215.157","20.43",,
"1696520215.159",,"12.76",
"1696520215.178","20.43",,
"1696520215.18",,"12.62",
"1696520215.2","20.43",,
"1696520215.202",,"12.7",
"1696520215.223","20.43",,
"1696520215.225",,"12.88",
"1696520215.245","20.43",,
"1696520215.247",,"12.77",
"1696520215.267","20.43",,
"1696520215.269",,"12.74",
"1696520215.289","20.43",,
"1696520215.291",,"12.67",
"1696520215.318","20.43",,
"1696520215.32",,"12.75",
"1696520215.34","20.43",,
"1696520215.342",,"12.65",
"1696520215.362","20.43",,
"1696520215.364",,"12.72",
"1696520215.383","20.43",,
"1696520215.385",,"12.53",
"1696520215.405","20.43",,
"1696520215.407",,"12.7",
"1696520215.428","20.43",,
"1696520215.43",,"12.5",
"1696520215.45","20.43",,
"1696520215.452",,"12.8",
"1696520215.471","20.43",,
"1696520215.473",,"12.72",
"1696520215.493","20.43",,
"1696520215.495",,"12.73",
"1696520215.519","20.43",,
"1696520215.521",,"12.88",
"1696520215.542","20.43",,
"1696520215.544",,"12.71",
"1696520215.564","20.43",,
"1696520215.566",,"12.8",
"1696520215.586","20.43",,
"1696520215.588",,"12.59",
"1696520215.608","20.43",,
"1696520215.61",,"12.66",
"1696520215.63","20.43",,
"1696520215.632",,"12.62",
"1696520215.652","20.43",,
"1696520215.654",,"12.5",
"1696520215.674","20.43",,
"1696520215.676",,"12.75",
"1696520215.696","20.43",,
"1696520215.698",,"12.6",
"1696520215.725","20.43",,
"1696520215.727",,"12.78",
"1696520215.749","20.43",,
"1696520215.751",,"12.74",
"1696520215.771","20.43",,
"1696520215.773",,"12.85",
"1696520215.794","20.43",,
"1696520215.796",,"12.75",
"1696520215.822","20.43",,
"1696520215.824",,"12.65",
"1696520215.844","20.43",,
"1696520215.846",,"12.63",
"1696520215.865","20.43",,
"1696520215.867",,"12.62",
"1696520215.886","20.43",,
"1696520215.888",,"12.57",
"1696520215.908","20.43",,
"1696520215.91",,"12.56",
"1696520215.931","20.43",,
"1696520215.933",,"12.69",
"1696520215.953","20.43",,
"1696520215.955",,"12.62",
"1696520215.975","20.43",,
"1696520215.977",,"12.63",
"1696520215.997","20.43",,
"1696520215.999",,"12.75",
"1696520216.019","20.43",,
"1696520216.021",,"12.75",
"1696520216.041","20.43",,
"1696520216.043",,"12.84",
"1696520216.063","20.43",,
"1696520216.065",,"12.79",
"1696520216.084","20.43",,
"1696520216.086",,"12.75",
"1696520216.106","20.43",,
"1696520216.108",,"12.57",
"1696520216.134","20.43",,
"1696520216.136",,"12.6",
"1696520216.158","20.43",,
"1696520216.16",,"12.6",
"1696520216.179","20.43",,
"1696520216.181",,"12.64",
"1696520216.201","20.43",,
"1696520216.203",,"12.57",
"1696520216.223","20.43",,
"1696520216.225",,"12.62",
"1696520216.246","20.43",,
"1696520216.248",,"12.75",
"1696520216.267","20.43",,
"1696520216.269",,"12.77",
"1696520216.288","20.43",,
"1696520216.29",,"12.73",
"1696520216.309","20.43",,
"1696520216.311",,"12.83",
"1696520216.331","20.43",,
"1696520216.333",,"12.7",
"1696520216.352","20.43",,
"1696520216.354",,"12.75",
"1696520216.374","20.43",,
"1696520216.376",,"12.54",
"1696520216.395","20.43",,
"1696520216.397",,"12.53",
"1696520216.417","20.43",,
"1696520216.419",,"12.7",
"1696520216.443","20.43",,
"1696520216.445",,"12.5",
"1696520216.467","20.43",,
"1696520216.469",,"12.72",
"1696520216.488","20.43",,
"1696520216.49",,"12.7",
"1696520216.51","20.43",,
"1696520216.512",,"12.6",
"1696520216.531","20.43",,
"1696520216.533",,"12.75",
"1696520216.554","20.43",,
"1696520216.556",,"12.7",
"1696520216.576","20.43",,
"1696520216.578",,"12.8",
"1696520216.599","20.43",,
"1696520216.601",,"12.72",
"1696520216.622","20.43",,
"1696520216.624",,"12.71",
"1696520216.647","20.43",,
"1696520216.649",,"12.56",
"1696520216.673","20.43",,
"1696520216.675",,"12.66",
"1696520216.695","20.43",,
"1696520216.697",,"12.5",
"1696520216.717","20.43",,
"1696520216.719",,"12.59",
"1696520216.745","20.43",,
"1696520216.747",,"12.66",
"1696520216.767","20.43",,
"1696520216.769",,"12.6",
"1696520216.79","0",,
"1696520216.792",,"12.84",
"1696520216.812","0",,
"1696520216.814",,"12.71",
"1696520216.834","0",,
"1696520216.835",,"12.72",
"1696520216.86","0",,
"1696520216.861",,"9.37",
"1696520216.882","0",,
"1696520216.883",,"-0.85",
"1696520216.904","0",,
"1696520216.905",,"-4.03",
"1696520216.926","0",,
"1696520216.928",,"-6.57",
"1696520216.953","0",,
"1696520216.954",,"-8.11",
"1696520216.978","0",,
"1696520216.979",,"-5.4",
"1696520217","0",,
"1696520217.001",,"5",
"1696520217.022","0",,
"1696520217.023",,"5.82",
"1696520217.051","0",,
"1696520217.052",,"7.95",
"1696520217.074","0",,
"1696520217.075",,"9.27",
"1696520217.096","0",,
"1696520217.097",,"6.05",
"1696520217.12","0",,
"1696520217.121",,"-2.4",
"1696520217.142","0",,
"1696520217.143",,"-5.43",
"1696520217.186","-20.43",,
"1696520217.188",,"-7.2",
"1696520217.208","-20.43",,
"1696520217.21",,"-9.29",
"1696520217.23","-20.43",,
"1696520217.232",,"-10.44",
"1696520217.261","-20.43",,
"1696520217.263",,"-10.99",
"1696520217.285","-20.43",,
"1696520217.287",,"-11.2",
"1696520217.307","-20.43",,
"1696520217.309",,"-11.58",
"1696520217.329","-20.43",,
"1696520217.331",,"-11.84",
"1696520217.358","-20.43",,
"1696520217.36",,"-11.77",
"1696520217.381","-20.43",,
"1696520217.383",,"-12.07",
"1696520217.403","-20.43",,
"1696520217.405",,"-12.32",
"1696520217.425","-20.43",,
"1696520217.427",,"-12.25",
"1696520217.447","-20.43",,
"1696520217.449",,"-12.48",
"1696520217.472","-20.43",,
"1696520217.474",,"-12.52",
"1696520217.495","-20.43",,
"1696520217.497",,"-12.61",
"1696520217.517","-20.43",,
"1696520217.519",,"-12.62",
"1696520217.539","-20.43",,
"1696520217.541",,"-12.63",
"1696520217.568","-20.43",,
"1696520217.57",,"-12.6",
"1696520217.591","-20.43",,
"1696520217.593",,"-12.57",
"1696520217.613","-20.43",,
"1696520217.615",,"-12.56",
"1696520217.635","-20.43",,
"1696520217.637",,"-12.5",
"1696520217.657","-20.43",,
"1696520217.659",,"-12.62",
"1696520217.679","-20.43",,
"1696520217.681",,"-12.73",
"1696520217.701","-20.43",,
"1696520217.703",,"-12.65",
"1696520217.723","-20.43",,
"1696520217.725",,"-12.63",
"1696520217.744","-20.43",,
"1696520217.746",,"-12.75",
"1696520217.772","-20.43",,
"1696520217.774",,"-12.83",
"1696520217.794","-20.43",,
"1696520217.796",,"-12.77",
"1696520217.816","-20.43",,
"1696520217.818",,"-12.66",
"1696520217.839","-20.43",,
"1696520217.841",,"-12.62",
"1696520217.861","-20.43",,
"1696520217.863",,"-12.56",
"1696520217.883","-20.43",,
"1696520217.885",,"-12.62",
"1696520217.905","-20.43",,
"1696520217.907",,"-12.6",
"1696520217.927","-20.43",,
"1696520217.929",,"-12.65",
"1696520217.949","-20.43",,
"1696520217.951",,"-12.63",
"1696520217.977","-20.43",,
"1696520217.979",,"-12.75",
"1696520218","-20.43",,
"1696520218.002",,"-12.8",
"1696520218.023","-20.43",,
"1696520218.025",,"-12.77",
"1696520218.045","-20.43",,
"1696520218.047",,"-12.83",
"1696520218.067","-20.43",,
"1696520218.069",,"-12.62",
"1696520218.091","-20.43",,
"1696520218.093",,"-12.63",
"1696520218.113","-20.43",,
"1696520218.115",,"-12.61",
"1696520218.136","-20.43",,
"1696520218.138",,"-12.6",
"1696520218.158","-20.43",,
"1696520218.16",,"-12.58",
"1696520218.182","-20.43",,
"1696520218.184",,"-12.63",
"1696520218.209","-20.43",,
"1696520218.211",,"-12.61",
"1696520218.231","-20.43",,
"1696520218.233",,"-12.66",
"1696520218.253","-20.43",,
"1696520218.255",,"-12.85",
"1696520218.281","-20.43",,
"1696520218.283",,"-12.66",
"1696520218.304","-20.43",,
"1696520218.306",,"-12.8",
"1696520218.326","-20.43",,
"1696520218.328",,"-12.68",
"1696520218.348","-20.43",,
"1696520218.35",,"-12.75",
"1696520218.37","-20.43",,
"1696520218.372",,"-12.61",
"1696520218.392","-20.43",,
"1696520218.394",,"-12.65",
"1696520218.414","-20.43",,
"1696520218.416",,"-12.5",
"1696520218.436","-20.43",,
"1696520218.438",,"-12.62",
"1696520218.458","-20.43",,
"1696520218.46",,"-12.63",
"1696520218.491","-20.43",,
"1696520218.493",,"-12.72",
"1696520218.515","-20.43",,
"1696520218.517",,"-12.73",
"1696520218.538","-20.43",,
"1696520218.54",,"-12.73",
"1696520218.56","-20.43",,
"1696520218.562",,"-12.8",
"1696520218.591","-20.43",,
"1696520218.593",,"-12.72",
"1696520218.614","-20.43",,
"1696520218.616",,"-12.66",
"1696520218.635","-20.43",,
"1696520218.637",,"-12.68",
"1696520218.657","-20.43",,
"1696520218.659",,"-12.57",
"1696520218.679","-20.43",,
"1696520218.681",,"-12.62",
"1696520218.703","-20.43",,
"1696520218.705",,"-12.6",
"1696520218.725","-20.43",,
"1696520218.727",,"-12.64",
"1696520218.748","-20.43",,
"1696520218.75",,"-12.63",
"1696520218.77","-20.43",,
"1696520218.772",,"-12.8",
"1696520218.797","-20.43",,
"1696520218.799",,"-12.76",
"1696520218.826","-20.43",,
"1696520218.828",,"-12.73",
"1696520218.849","-20.43",,
"1696520218.851",,"-12.76",
"1696520218.871","-20.43",,
"1696520218.873",,"-12.68",
"1696520218.904","-20.43",,
"1696520218.906",,"-12.57",
"1696520218.926","-20.43",,
"1696520218.928",,"-12.65",
"1696520218.947","-20.43",,
"1696520218.949",,"-12.66",
"1696520218.969","-20.43",,
"1696520218.971",,"-12.56",
"1696520219.001","-20.43",,
"1696520219.003",,"-12.63",
"1696520219.025","-20.43",,
"1696520219.027",,"-12.67",
"1696520219.047","-20.43",,
"1696520219.049",,"-12.82",
"1696520219.069","-20.43",,
"1696520219.071",,"-12.78",
"1696520219.09","-20.43",,
"1696520219.092",,"-12.76",
"1696520219.113","-20.43",,
"1696520219.115",,"-12.7",
"1696520219.135","-20.43",,
"1696520219.137",,"-12.68",
"1696520219.157","-20.43",,
"1696520219.159",,"-12.6",
"1696520219.179","-20.43",,
"1696520219.181",,"-12.66",
"1696520219.211","-20.43",,
"1696520219.213",,"-12.56",
"1696520219.233","-20.43",,
"1696520219.235",,"-12.55",
"1696520219.255","-20.43",,
"1696520219.257",,"-12.75",
"1696520219.277","-20.43",,
"1696520219.279",,"-12.6",
"1696520219.305","-20.43",,
"1696520219.307",,"-12.78",
"1696520219.327","-20.43",,
"1696520219.329",,"-12.8",
"1696520219.348","-20.43",,
"1696520219.35",,"-12.75",
"1696520219.369","-20.43",,
"1696520219.371",,"-12.7",
"1696520219.392","-20.43",,
"1696520219.393",,"-12.8",
"1696520219.415","-20.43",,
"1696520219.417",,"-12.57",
"1696520219.437","-20.43",,
"1696520219.439",,"-12.58",
"1696520219.459","-20.43",,
"1696520219.461",,"-12.5",
"1696520219.481","-20.43",,
"1696520219.483",,"-12.62",
"1696520219.51","-20.43",,
"1696520219.512",,"-12.6",
"1696520219.533","-20.43",,
"1696520219.535",,"-12.66",
"1696520219.554","-20.43",,
"1696520219.556",,"-12.8",
"1696520219.576","-20.43",,
"1696520219.578",,"-12.7",
"1696520219.597","-20.43",,
"1696520219.599",,"-12.75",
"1696520219.62","-20.43",,
"1696520219.622",,"-12.8",
"1696520219.642","-20.43",,
"1696520219.644",,"-12.59",
"1696520219.664","-20.43",,
"1696520219.666",,"-12.75",
"1696520219.686","-20.43",,
"1696520219.688",,"-12.5",
"1696520219.717","-20.43",,
"1696520219.719",,"-12.62",
"1696520219.741","-20.43",,
"1696520219.743",,"-12.61",
"1696520219.763","-20.43",,
"1696520219.765",,"-12.52",
"1696520219.784","-20.43",,
"1696520219.786",,"-12.75",
"1696520219.805","-20.43",,
"1696520219.807",,"-12.7",
"1696520219.827","-20.43",,
"1696520219.829",,"-12.7",
"1696520219.849","-20.43",,
"1696520219.851",,"-12.72",
"1696520219.872","-20.43",,
"1696520219.874",,"-12.78",
"1696520219.894","-20.43",,
"1696520219.896",,"-12.8",
"1696520219.922","-20.43",,
"1696520219.924",,"-12.63",
"1696520219.946","-20.43",,
"1696520219.948",,"-12.6",
"1696520219.969","-20.43",,
"1696520219.971",,"-12.59",
"1696520219.991","-20.43",,
"1696520219.993",,"-12.58",
"1696520220.019","0",,
"1696520220.021",,"-12.5",
"1696520220.041","0",,
"1696520220.043",,"-12.64",
"1696520220.062","0",,
"1696520220.064",,"-12.7",
"1696520220.084","0",,
"1696520220.085",,"-12.81",
"1696520220.106","0",,
"1696520220.107",,"-10.5",
"1696520220.129","0",,
"1696520220.13",,"2.78",
"1696520220.152","0",,
"1696520220.153",,"4.72",
"1696520220.174","0",,
"1696520220.175",,"6.89",
"1696520220.196","20.43",,
"1696520220.197",,"8.69",
"1696520220.217","20.43",,
"1696520220.218",,"6.65",
"1696520220.24","20.43",,
"1696520220.241",,"-4.58",
"1696520220.262","20.43",,
"1696520220.263",,"-5.79",
"1696520220.284","20.43",,
"1696520220.286",,"-8.08",
"1696520220.306","20.43",,
"1696520220.307",,"-9.32",
"1696520220.333","20.43",,
"1696520220.334",,"-7.21",
"1696520220.357","20.43",,
"1696520220.358",,"4.63",
"1696520220.379","20.43",,
"1696520220.38",,"5.91",
"1696520220.401","20.43",,
"1696520220.402",,"8.21",
"1696520220.431","20.43",,
"1696520220.432",,"8.94",
"1696520220.454","20.43",,
"1696520220.455",,"10.11",
"1696520220.476","20.43",,
"1696520220.477",,"10.99",
"1696520220.498","20.43",,
"1696520220.499",,"11.36",
"1696520220.52","20.43",,
"1696520220.522",,"11.62",
"1696520220.543","20.43",,
"1696520220.544",,"12.09",
"1696520220.565","20.43",,
"1696520220.566",,"12.11",
"1696520220.587","20.43",,
"1696520220.588",,"12.25",
"1696520220.609","20.43",,
"1696520220.61",,"12.5",
"1696520220.638","20.43",,
"1696520220.64",,"12.62",
"1696520220.66","20.43",,
"1696520220.661",,"12.53",
"1696520220.682","20.43",,
"1696520220.683",,"12.78",
"1696520220.704","20.43",,
"1696520220.705",,"12.75",
"1696520220.726","20.43",,
"1696520220.727",,"12.62",
"1696520220.749","20.43",,
"1696520220.75",,"12.63",
"1696520220.771","20.43",,
"1696520220.772",,"12.65",
"1696520220.794","20.43",,
"1696520220.795",,"12.53",
"1696520220.816","20.43",,
"1696520220.817",,"12.68",
"1696520220.844","20.43",,
"1696520220.845",,"12.63",
"1696520220.868","20.43",,
"1696520220.869",,"12.7",
"1696520220.89","20.43",,
"1696520220.891",,"12.94",
"1696520220.911","20.43",,
"1696520220.912",,"12.66",
"1696520220.933","20.43",,
"1696520220.934",,"12.7",
"1696520220.956","20.43",,
"1696520220.957",,"12.88",
"1696520220.977","20.43",,
"1696520220.979",,"12.68",
"1696520220.999","20.43",,
"1696520221",,"12.53",
"1696520221.021","20.43",,
"1696520221.022",,"12.79",
"1696520221.05","20.43",,
"1696520221.051",,"12.62",
"1696520221.073","20.43",,
"1696520221.074",,"12.65",
"1696520221.095","20.43",,
"1696520221.097",,"12.68",
"1696520221.118","20.43",,
"1696520221.119",,"12.72",
"1696520221.139","20.43",,
"1696520221.14",,"12.71",
"1696520221.161","20.43",,
"1696520221.162",,"12.83",
"1696520221.186","20.43",,
"1696520221.187",,"12.75",
"1696520221.208","20.43",,
"1696520221.21",,"12.89",
"1696520221.229","20.43",,
"1696520221.23",,"12.84",
"1696520221.254","20.43",,
"1696520221.255",,"12.6",
"1696520221.276","20.43",,
"1696520221.277",,"12.66",
"1696520221.297","20.43",,
"1696520221.298",,"12.63",
"1696520221.319","20.43",,
"1696520221.32",,"12.56",
"1696520221.34","20.43",,
"1696520221.341",,"12.6",
"1696520221.362","20.43",,
"1696520221.363",,"12.73",
"1696520221.384","20.43",,
"1696520221.385",,"12.75",
"1696520221.406","20.43",,
"1696520221.407",,"12.75",
"1696520221.428","20.43",,
"1696520221.43",,"12.88",
"1696520221.46","20.43",,
