timestamp(ms),setpoint,measured,
"1696520198.009","20.43",,
"1696520198.011",,"12.85",
"1696520198.034","20.43",,
"1696520198.036",,"12.68",
"1696520198.056","20.43",,
"1696520198.058",,"12.67",
"1696520198.077","20.43",,
"1696520198.079",,"12.63",
"1696520198.107","20.43",,
"1696520198.108",,"12.57",
"1696520198.128","20.43",,
"1696520198.13",,"12.52",
"1696520198.15","20.43",,
"1696520198.152",,"12.53",
"1696520198.172","20.43",,
"1696520198.174",,"12.63",
"1696520198.195","20.43",,
"1696520198.196",,"12.5",
"1696520198.217","20.43",,
"1696520198.218",,"12.71",
"1696520198.24","20.43",,
"1696520198.242",,"12.64",
"1696520198.262","20.43",,
"1696520198.264",,"12.76",
"1696520198.284","20.43",,
"1696520198.286",,"12.75",
"1696520198.312","20.43",,
"1696520198.314",,"12.63",
"1696520198.335","20.43",,
"1696520198.336",,"12.6",
"1696520198.356","20.43",,
"1696520198.358",,"12.72",
"1696520198.379","20.43",,
"1696520198.381",,"12.53",
"1696520198.402","20.43",,
"1696520198.404",,"12.56",
"1696520198.426","20.43",,
"1696520198.428",,"12.44",
"1696520198.451","20.43",,
"1696520198.452",,"12.5",
"1696520198.472","20.43",,
"1696520198.474",,"12.59",
"1696520198.494","20.43",,
"1696520198.496",,"12.78",
"1696520198.523","20.43",,
"1696520198.525",,"12.63",
"1696520198.545","20.43",,
"1696520198.547",,"12.83",
"1696520198.568","20.43",,
"1696520198.569",,"12.75",
"1696520198.59","20.43",,
"1696520198.592",,"12.59",
"1696520198.618","20.43",,
"1696520198.62",,"12.71",
"1696520198.641","20.43",,
"1696520198.643",,"12.5",
"1696520198.662","20.43",,
"1696520198.664",,"12.44",
"1696520198.685","20.43",,
"1696520198.686",,"12.57",
"1696520198.707","20.43",,
"1696520198.708",,"12.6",
"1696520198.73","20.43",,
"1696520198.732",,"12.61",
"1696520198.755","20.43",,
"1696520198.757",,"12.66",
"1696520198.777","20.43",,
"1696520198.779",,"12.78",
"1696520198.8","20.43",,
"1696520198.801",,"12.63",
"1696520198.828","20.43",,
"1696520198.83",,"12.72",
"1696520198.852","20.43",,
"1696520198.854",,"12.67",
"1696520198.873","20.43",,
"1696520198.875",,"12.73",
"1696520198.895","20.43",,
"1696520198.897",,"12.57",
"1696520198.918","20.43",,
"1696520198.919",,"12.5",
"1696520198.939","20.43",,
"1696520198.941",,"12.47",
"1696520198.961","20.43",,
"1696520198.963",,"12.66",
"1696520198.985","20.43",,
"1696520198.987",,"12.5",
"1696520199.007","20.43",,
"1696520199.009",,"12.62",
"1696520199.035","20.43",,
"1696520199.036",,"12.63",
"1696520199.057","20.43",,
"1696520199.059",,"12.73",
"1696520199.08","20.43",,
"1696520199.081",,"12.71",
"1696520199.101","20.43",,
"1696520199.103",,"12.75",
"1696520199.124","20.43",,
"1696520199.126",,"12.75",
"1696520199.147","20.43",,
"1696520199.149",,"12.56",
"1696520199.169","20.43",,
"1696520199.171",,"12.53",
"1696520199.191","20.43",,
"1696520199.193",,"12.53",
"1696520199.213","20.43",,
"1696520199.215",,"12.5",
"1696520199.237","20.43",,
"1696520199.239",,"12.5",
"1696520199.261","20.43",,
"1696520199.262",,"12.62",
"1696520199.282","20.43",,
"1696520199.284",,"12.65",
"1696520199.304","20.43",,
"1696520199.306",,"12.66",
"1696520199.326","20.43",,
"1696520199.328",,"12.75",
"1696520199.349","20.43",,
"1696520199.351",,"12.75",
"1696520199.373","20.43",,
"1696520199.374",,"12.68",
"1696520199.394","20.43",,
"1696520199.396",,"12.65",
"1696520199.416","20.43",,
"1696520199.418",,"12.53",
"1696520199.443","20.43",,
"1696520199.444",,"12.5",
"1696520199.465","20.43",,
"1696520199.467",,"12.5",
"1696520199.487","20.43",,
"1696520199.489",,"12.56",
"1696520199.509","20.43",,
"1696520199.511",,"12.59",
"1696520199.531","20.43",,
"1696520199.533",,"12.66",
"1696520199.553","20.43",,
"1696520199.555",,"12.5",
"1696520199.575","20.43",,
"1696520199.577",,"12.75",
"1696520199.597","20.43",,
"1696520199.599",,"12.75",
"1696520199.619","20.43",,
"1696520199.621",,"12.59",
"1696520199.649","20.43",,
"1696520199.651",,"12.74",
"1696520199.674","20.43",,
"1696520199.676",,"12.62",
"1696520199.696","20.43",,
"1696520199.698",,"12.56",
"1696520199.719","20.43",,
"1696520199.72",,"12.5",
"1696520199.748","20.43",,
"1696520199.75",,"12.47",
"1696520199.773","20.43",,
"1696520199.775",,"12.43",
"1696520199.795","20.43",,
"1696520199.797",,"12.67",
"1696520199.817","20.43",,
"1696520199.819",,"12.63",
"1696520199.839","20.43",,
"1696520199.841",,"12.63",
"1696520199.861","20.43",,
"1696520199.863",,"12.85",
"1696520199.883","20.43",,
"1696520199.885",,"12.66",
"1696520199.905","20.43",,
"1696520199.907",,"12.63",
"1696520199.928","20.43",,
"1696520199.93",,"12.63",
"1696520199.955","20.43",,
"1696520199.957",,"12.56",
"1696520199.979","20.43",,
"1696520199.981",,"12.52",
"1696520200.001","20.43",,
"1696520200.003",,"12.53",
"1696520200.023","20.43",,
"1696520200.025",,"12.5",
"1696520200.052","20.43",,
"1696520200.054",,"12.5",
"1696520200.079","20.43",,
"1696520200.081",,"12.64",
"1696520200.101","20.43",,
"1696520200.103",,"12.73",
"1696520200.123","20.43",,
"1696520200.125",,"12.66",
"1696520200.144","20.43",,
"1696520200.146",,"12.76",
"1696520200.166","20.43",,
"1696520200.168",,"12.56",
"1696520200.188","20.43",,
"1696520200.19",,"12.63",
"1696520200.21","20.43",,
"1696520200.212",,"12.59",
"1696520200.231","20.43",,
"1696520200.233",,"12.53",
"1696520200.264","20.43",,
"1696520200.266",,"12.43",
"1696520200.288","20.43",,
"1696520200.29",,"12.54",
"1696520200.31","20.43",,
"1696520200.312",,"12.58",
"1696520200.332","20.43",,
"1696520200.334",,"12.53",
"1696520200.36","20.43",,
"1696520200.362",,"12.75",
"1696520200.383","20.43",,
"1696520200.385",,"12.6",
"1696520200.404","20.43",,
"1696520200.406",,"12.8",
"1696520200.425","20.43",,
"1696520200.427",,"12.67",
"1696520200.447","20.43",,
"1696520200.449",,"12.6",
"1696520200.47","20.43",,
"1696520200.472",,"12.63",
"1696520200.493","20.43",,
"1696520200.495",,"12.56",
"1696520200.516","20.43",,
"1696520200.518",,"12.44",
"1696520200.538","20.43",,
"1696520200.54",,"12.53",
"1696520200.567","20.43",,
"1696520200.569",,"12.53",
"1696520200.589","20.43",,
"1696520200.591",,"12.55",
"1696520200.61","20.43",,
"1696520200.612",,"12.63",
"1696520200.632","20.43",,
"1696520200.634",,"12.7",
"1696520200.654","20.43",,
"1696520200.656",,"12.72",
"1696520200.676","20.43",,
"1696520200.678",,"12.66",
"1696520200.698","20.43",,
"1696520200.7",,"12.63",
"1696520200.719","20.43",,
"1696520200.721",,"12.62",
"1696520200.741","20.43",,
"1696520200.743",,"12.57",
"1696520200.769","20.43",,
"1696520200.771",,"12.47",
"1696520200.791","20.43",,
"1696520200.793",,"12.43",
"1696520200.813","20.43",,
"1696520200.815",,"12.5",
"1696520200.835","20.43",,
"1696520200.837",,"12.5",
"1696520200.857","20.43",,
"1696520200.858",,"12.5",
"1696520200.881","20.43",,
"1696520200.883",,"12.65",
"1696520200.904","20.43",,
"1696520200.906",,"12.71",
"1696520200.926","20.43",,
"1696520200.928",,"12.56",
"1696520200.949","20.43",,
"1696520200.951",,"12.75",
"1696520200.978","20.43",,
"1696520200.98",,"12.56",
"1696520201.001","20.43",,
"1696520201.003",,"12.62",
"1696520201.023","20.43",,
"1696520201.025",,"12.47",
"1696520201.044","20.43",,
"1696520201.046",,"12.5",
"1696520201.066","20.43",,
"1696520201.068",,"12.44",
"1696520201.088","20.43",,
"1696520201.09",,"12.5",
"1696520201.111","20.43",,
"1696520201.113",,"12.6",
"1696520201.136","20.43",,
"1696520201.138",,"12.59",
"1696520201.157","20.43",,
"1696520201.159",,"12.67",
"1696520201.183","20.43",,
"1696520201.185",,"12.7",
"1696520201.208","20.43",,
"1696520201.21",,"12.72",
"1696520201.23","20.43",,
"1696520201.232",,"12.53",
"1696520201.251","20.43",,
"1696520201.253",,"12.66",
"1696520201.273","20.43",,
"1696520201.275",,"12.43",
"1696520201.295","20.43",,
"1696520201.297",,"12.5",
"1696520201.318","20.43",,
"1696520201.32",,"12.5",
"1696520201.34","20.43",,
"1696520201.342",,"12.41",
"1696520201.392","20.43",,
"1696520201.394",,"12.53",
"1696520201.415","20.43",,
"1696520201.417",,"12.66",
"1696520201.444","20.43",,
"1696520201.446",,"12.56",
"1696520201.466","20.43",,
"1696520201.468",,"12.72",
"1696520201.496","20.43",,
"1696520201.498",,"12.53",
"1696520201.518","20.43",,
"1696520201.52",,"12.59",
"1696520201.54","20.43",,
"1696520201.542",,"12.5",
"1696520201.562","20.43",,
"1696520201.564",,"12.5",
"1696520201.599","20.43",,
"1696520201.601",,"12.59",
"1696520201.625","20.43",,
"1696520201.627",,"12.41",
"1696520201.648","20.43",,
"1696520201.65",,"12.6",
"1696520201.67","20.43",,
"1696520201.672",,"12.56",
"1696520201.7","20.43",,
"1696520201.702",,"12.59",
"1696520201.723","20.43",,
"1696520201.725",,"12.71",
"1696520201.745","20.43",,
"1696520201.747",,"12.68",
"1696520201.767","20.43",,
"1696520201.769",,"12.5",
"1696520201.804","20.43",,
"1696520201.806",,"12.62",
"1696520201.827","20.43",,
"1696520201.829",,"12.45",
"1696520201.849","20.43",,
"1696520201.851",,"12.47",
"1696520201.87","20.43",,
"1696520201.872",,"12.5",
"1696520201.91","20.43",,
"1696520201.912",,"12.43",
"1696520201.932","20.43",,
"1696520201.934",,"12.62",
"1696520201.954","20.43",,
"1696520201.956",,"12.66",
"1696520201.976","20.43",,
"1696520201.978",,"12.63",
"1696520202.007","20.43",,
"1696520202.009",,"12.75",
"1696520202.031","20.43",,
"1696520202.033",,"12.55",
"1696520202.053","20.43",,
"1696520202.055",,"12.47",
"1696520202.075","20.43",,
"1696520202.077",,"12.53",
"1696520202.11","20.43",,
"1696520202.112",,"12.5",
"1696520202.132","20.43",,
"1696520202.134",,"12.46",
"1696520202.153","20.43",,
"1696520202.155",,"12.47",
"1696520202.175","20.43",,
"1696520202.177",,"12.6",
"1696520202.206","20.43",,
"1696520202.208",,"12.62",
"1696520202.23","20.43",,
"1696520202.232",,"12.55",
"1696520202.252","20.43",,
"1696520202.254",,"12.61",
"1696520202.274","20.43",,
"1696520202.276",,"12.72",
"1696520202.295","20.43",,
"1696520202.297",,"12.53",
"1696520202.318","20.43",,
"1696520202.319",,"12.57",
"1696520202.339","20.43",,
"1696520202.341",,"12.52",
"1696520202.361","20.43",,
"1696520202.363",,"12.48",
"1696520202.383","20.43",,
"1696520202.385",,"12.47",
"1696520202.412","20.43",,
"1696520202.414",,"12.53",
"1696520202.437","20.43",,
"1696520202.439",,"12.45",
"1696520202.458","20.43",,
"1696520202.46",,"12.56",
"1696520202.48","20.43",,
"1696520202.482",,"12.7",
"1696520202.502","20.43",,
"1696520202.504",,"12.6",
"1696520202.527","20.43",,
"1696520202.529",,"12.66",
"1696520202.551","20.43",,
"1696520202.553",,"12.67",
"1696520202.573","20.43",,
"1696520202.575",,"12.5",
"1696520202.595","20.43",,
"1696520202.597",,"12.5",
"1696520202.618","20.43",,
"1696520202.62",,"12.47",
"1696520202.641","20.43",,
"1696520202.643",,"12.47",
"1696520202.663","20.43",,
"1696520202.665",,"12.44",
"1696520202.684","20.43",,
"1696520202.686",,"12.5",
"1696520202.706","20.43",,
"1696520202.708",,"12.56",
"1696520202.728","20.43",,
"1696520202.73",,"12.6",
"1696520202.75","20.43",,
"1696520202.752",,"12.66",
"1696520202.771","20.43",,
"1696520202.773",,"12.63",
"1696520202.793","20.43",,
"1696520202.795",,"12.56",
"1696520202.822","20.43",,
"1696520202.824",,"12.63",
"1696520202.845","20.43",,
"1696520202.847",,"12.52",
"1696520202.867","20.43",,
"1696520202.869",,"12.47",
"1696520202.896","0",,
"1696520202.898",,"12.5",
"1696520202.924","0",,
"1696520202.926",,"12.45",
"1696520202.947","0",,
"1696520202.949",,"12.48",
"1696520202.969","0",,
"1696520202.971",,"8.6",
"1696520202.991","0",,
"1696520202.993",,"-0.25",
"1696520203.014","0",,
"1696520203.016",,"-3.78",
"1696520203.037","0",,
"1696520203.039",,"-6.16",
"1696520203.061","0",,
"1696520203.063",,"-7.83",
"1696520203.083","0",,
"1696520203.085",,"-5.1",
"1696520203.105","0",,
"1696520203.107",,"4.92",
"1696520203.129","0",,
"1696520203.131",,"4.93",
"1696520203.154","0",,
"1696520203.156",,"7.41",
"1696520203.176","0",,
"1696520203.178",,"8.76",
"1696520203.198","0",,
"1696520203.2",,"5.7",
"1696520203.219","0",,
"1696520203.221",,"-3.79",
"1696520203.242","0",,
"1696520203.244",,"-6.2",
"1696520203.265","0",,
"1696520203.267",,"-7.61",
"1696520203.287","0",,
"1696520203.289",,"-9.04",
"1696520203.309","0",,
"1696520203.311",,"-7.47",
"1696520203.334","0",,
"1696520203.336",,"5.05",
"1696520203.358","0",,
"1696520203.36",,"4.34",
"1696520203.38","0",,
"1696520203.382",,"7.06",
"1696520203.402","0",,
"1696520203.404",,"8.31",
"1696520203.432","0",,
"1696520203.434",,"5.19",
"1696520203.454","0",,
"1696520203.456",,"-4.35",
"1696520203.476","0",,
"1696520203.478",,"-7.31",
"1696520203.499","0",,
"1696520203.501",,"-8.46",
"1696520203.523","0",,
"1696520203.525",,"-9.4",
"1696520203.545","0",,
"1696520203.547",,"-6.96",
"1696520203.567","0",,
"1696520203.569",,"5.18",
"1696520203.589","0",,
"1696520203.591",,"4.55",
"1696520203.611","0",,
"1696520203.613",,"7.07",
"1696520203.64","0",,
"1696520203.642",,"7.94",
"1696520203.664","0",,
"1696520203.666",,"2.78",
"1696520203.686","0",,
"1696520203.688",,"-3.82",
"1696520203.708","0",,
"1696520203.71",,"-5.17",
"1696520203.731","0",,
"1696520203.733",,"-6.06",
"1696520203.754","0",,
"1696520203.756",,"-6.87",
"1696520203.775","0",,
"1696520203.777",,"-4.72",
"1696520203.796","0",,
"1696520203.798",,"5.16",
"1696520203.817","0",,
"1696520203.819",,"4.9",
"1696520203.845","0",,
"1696520203.847",,"7.93",
"1696520203.867","0",,
"1696520203.869",,"8.81",
"1696520203.889","0",,
"1696520203.891",,"5.82",
"1696520203.911","0",,
"1696520203.913",,"-4.17",
"1696520203.933","0",,
"1696520203.935",,"-6.05",
"1696520203.956","0",,
"1696520203.958",,"-7.7",
"1696520203.978","0",,
"1696520203.98",,"-9.28",
"1696520203.999","0",,
"1696520204.001",,"-8.1",
"1696520204.021","0",,
"1696520204.023",,"4.63",
"1696520204.049","0",,
"1696520204.051",,"4.18",
"1696520204.075","0",,
"1696520204.077",,"7.54",
"1696520204.097","0",,
"1696520204.099",,"8.85",
"1696520204.121","0",,
"1696520204.123",,"5.69",
"1696520204.149","0",,
"1696520204.151",,"-3.47",
"1696520204.171","0",,
"1696520204.173",,"-6.34",
"1696520204.193","0",,
"1696520204.195",,"-8.33",
"1696520204.215","0",,
"1696520204.217",,"-9.32",
"1696520204.238","0",,
"1696520204.24",,"-7.59",
"1696520204.26","0",,
"1696520204.262",,"4.83",
"1696520204.282","0",,
"1696520204.284",,"4.93",
"1696520204.304","0",,
"1696520204.306",,"7.95",
"1696520204.326","0",,
"1696520204.328",,"8.57",
"1696520204.354","0",,
"1696520204.356",,"5.57",
"1696520204.377","0",,
"1696520204.379",,"-4.46",
"1696520204.4","0",,
"1696520204.402",,"-6.87",
"1696520204.422","0",,
"1696520204.424",,"-7.97",
"1696520204.445","0",,
"1696520204.447",,"-9.7",
"1696520204.468","0",,
"1696520204.47",,"-7.26",
"1696520204.49","0",,
"1696520204.492",,"4.95",
"1696520204.512","0",,
"1696520204.514",,"5.06",
"1696520204.534","0",,
"1696520204.536",,"8.21",
"1696520204.563","0",,
"1696520204.565",,"8.82",
"1696520204.59","0",,
"1696520204.592",,"3.55",
"1696520204.613","0",,
"1696520204.615",,"-4.53",
"1696520204.635","0",,
"1696520204.637",,"-6.99",
"1696520204.665","0",,
"1696520204.667",,"-7.69",
"1696520204.688","0",,
"1696520204.69",,"-2.5",
"1696520204.71","0",,
"1696520204.712",,"3.87",
"1696520204.731","0",,
"1696520204.733",,"6.32",
"1696520204.752","0",,
"1696520204.754",,"7.01",
"1696520204.775","0",,
"1696520204.776",,"8.97",
"1696520204.797","0",,
"1696520204.799",,"5.32",
"1696520204.82","0",,
"1696520204.822",,"-3.38",
"1696520204.843","0",,
"1696520204.845",,"-6.27",
"1696520204.87","0",,
"1696520204.872",,"-7.73",
"1696520204.894","0",,
"1696520204.896",,"-9.25",
"1696520204.916","0",,
"1696520204.918",,"-6.61",
"1696520204.939","0",,
"1696520204.941",,"5.05",
"1696520204.967","0",,
"1696520204.969",,"5.32",
"1696520204.989","0",,
"1696520204.991",,"8.24",
"1696520205.011","0",,
"1696520205.013",,"9.45",
"1696520205.034","0",,
"1696520205.036",,"6.2",
"1696520205.055","0",,
"1696520205.057",,"-3.74",
"1696520205.08","0",,
"1696520205.082",,"-6.16",
"1696520205.102","0",,
"1696520205.104",,"-7.71",
"1696520205.123","0",,
"1696520205.125",,"-9.07",
"1696520205.145","0",,
"1696520205.147",,"-7.69",
"1696520205.175","0",,
"1696520205.177",,"5.05",
"1696520205.197","0",,
"1696520205.199",,"5.28",
"1696520205.219","0",,
"1696520205.221",,"7.7",
"1696520205.241","0",,
"1696520205.243",,"8.94",
"1696520205.263","0",,
"1696520205.265",,"5.7",
"1696520205.286","0",,
"1696520205.288",,"-3.91",
"1696520205.308","0",,
"1696520205.31",,"-6.03",
"1696520205.33","0",,
"1696520205.332",,"-7.7",
"1696520205.351","0",,
"1696520205.353",,"-9.07",
"1696520205.38","0",,
"1696520205.382",,"-7.69",
"1696520205.405","0",,
"1696520205.407",,"4.69",
"1696520205.427","0",,
"1696520205.429",,"5.9",
"1696520205.449","0",,
"1696520205.451",,"7.45",
"1696520205.471","0",,
"1696520205.473",,"9.07",
"1696520205.495","0",,
"1696520205.497",,"5.57",
"1696520205.517","0",,
"1696520205.519",,"-3.36",
"1696520205.539","0",,
"1696520205.541",,"-6.3",
"1696520205.561","0",,
"1696520205.563",,"-7.57",
"1696520205.587","0",,
"1696520205.589",,"-8.95",
"1696520205.611","0",,
"1696520205.613",,"-5.46",
"1696520205.633","0",,
"1696520205.635",,"4.36",
"1696520205.655","0",,
"1696520205.657",,"5.24",
"1696520205.684","0",,
"1696520205.686",,"6.7",
"1696520205.706","0",,
"1696520205.708",,"8.6",
"1696520205.727","0",,
"1696520205.729",,"5.44",
"1696520205.749","0",,
"1696520205.751",,"-3.04",
"1696520205.772","0",,
"1696520205.773",,"-5.55",
"1696520205.797","0",,
"1696520205.799",,"-7.24",
"1696520205.819","0",,
"1696520205.821",,"-8.85",
"1696520205.841","0",,
"1696520205.843",,"-7.34",
"1696520205.863","0",,
"1696520205.865",,"5.05",
"1696520205.893","0",,
"1696520205.895",,"4.3",
"1696520205.917","0",,
"1696520205.919",,"7.59",
"1696520205.947","0",,
"1696520205.949",,"9.24",
"1696520205.969","0",,
"1696520205.971",,"3.8",
"1696520205.997","0",,
"1696520205.999",,"-3.53",
"1696520206.02","0",,
"1696520206.022",,"-6.54",
"1696520206.042","0",,
"1696520206.044",,"-8.56",
"1696520206.064","0",,
"1696520206.066",,"-7.59",
"1696520206.086","0",,
"1696520206.088",,"4.92",
"1696520206.108","0",,
"1696520206.11",,"4.05",
"1696520206.13","0",,
"1696520206.132",,"7.32",
"1696520206.152","0",,
"1696520206.154",,"7.94",
"1696520206.174","0",,
"1696520206.176",,"5.57",
"1696520206.201","0",,
"1696520206.203",,"-4.17",
"1696520206.224","0",,
"1696520206.226",,"-5.03",
"1696520206.246","0",,
"1696520206.248",,"-6.64",
"1696520206.268","0",,
"1696520206.27",,"-7.56",
"1696520206.291","0",,
"1696520206.293",,"-6.07",
"1696520206.313","0",,
"1696520206.315",,"4.95",
"1696520206.334","0",,
"1696520206.336",,"5.06",
"1696520206.356","0",,
"1696520206.358",,"7.93",
"1696520206.379","0",,
"1696520206.381",,"8.57",
"1696520206.407","0",,
"1696520206.409",,"5.33",
"1696520206.43","0",,
"1696520206.432",,"-4.37",
"1696520206.452","0",,
"1696520206.454",,"-7.23",
"1696520206.474","0",,
"1696520206.476",,"-8.08",
"1696520206.503","0",,
"1696520206.505",,"-9.7",
"1696520206.525","0",,
"1696520206.527",,"-5.85",
"1696520206.547","0",,
"1696520206.549",,"5.05",
"1696520206.569","0",,
"1696520206.571",,"5.57",
"1696520206.591","0",,
"1696520206.593",,"8.08",
"1696520206.616","0",,
"1696520206.618",,"9",
"1696520206.638","0",,
"1696520206.64",,"5.04",
"1696520206.66","0",,
"1696520206.662",,"-3.91",
"1696520206.682","0",,
"1696520206.684",,"-6.3",
"1696520206.713","0",,
"1696520206.715",,"-7.83",
"1696520206.737","0",,
"1696520206.739",,"-9.39",
"1696520206.759","0",,
"1696520206.761",,"-6.84",
"1696520206.781","0",,
"1696520206.783",,"4.92",
"1696520206.81","0",,
"1696520206.812",,"5.06",
"1696520206.833","0",,
"1696520206.835",,"8.04",
"1696520206.855","0",,
"1696520206.857",,"9.4",
"1696520206.877","0",,
"1696520206.879",,"6.58",
"1696520206.899","0",,
"1696520206.9",,"-2.9",
"1696520206.92","0",,
"1696520206.922",,"-5.45",
"1696520206.944","0",,
"1696520206.946",,"-7.19",
"1696520206.967","0",,
"1696520206.969",,"-8.66",
"1696520206.99","0",,
"1696520206.992",,"-6.9",
"1696520207.021","0",,
"1696520207.023",,"5.07",
"1696520207.044","0",,
"1696520207.046",,"5.56",
"1696520207.067","0",,
"1696520207.069",,"7.59",
"1696520207.089","0",,
"1696520207.091",,"6.54",
"1696520207.118","0",,
"1696520207.12",,"-4.17",
"1696520207.141","0",,
"1696520207.143",,"-2.77",
"1696520207.163","0",,
"1696520207.165",,"-4.47",
"1696520207.185","0",,
"1696520207.187",,"-4.79",
"1696520207.207","0",,
"1696520207.209",,"-3.29",
"1696520207.229","0",,
"1696520207.231",,"2.53",
"1696520207.252","0",,
"1696520207.254",,"3.92",
"1696520207.274","0",,
"1696520207.276",,"4.35",
"1696520207.297","0",,
"1696520207.299",,"4.03",
"1696520207.329","0",,
"1696520207.331",,"2.06",
"1696520207.354","0",,
"1696520207.356",,"-0.61",
"1696520207.379","0",,
"1696520207.381",,"-0.55",
"1696520207.401","0",,
"1696520207.403",,"-0.78",
"1696520207.431","0",,
"1696520207.433",,"-0.63",
"1696520207.454","0",,
"1696520207.456",,"0.19",
"1696520207.476","0",,
"1696520207.478",,"0.36",
"1696520207.498","0",,
"1696520207.5",,"0.13",
"1696520207.52","0",,
"1696520207.522",,"0",
"1696520207.542","0",,
"1696520207.544",,"0",
"1696520207.564","0",,
"1696520207.566",,"0",
"1696520207.586","0",,
"1696520207.588",,"0",
"1696520207.607","0",,
"1696520207.609",,"0",
"1696520207.635","0",,
"1696520207.637",,"0",
"1696520207.657","0",,
"1696520207.659",,"0",
"1696520207.679","0",,
"1696520207.681",,"0",
"1696520207.701","0",,
"1696520207.703",,"0",
"1696520207.723","0",,
"1696520207.725",,"0.13",
"1696520207.745","0",,
"1696520207.747",,"0",
"1696520207.767","0",,
"1696520207.769",,"0.13",
"1696520207.79","0",,
"1696520207.792",,"0.13",
"1696520207.812","0",,
"1696520207.814",,"0.12",
"1696520207.84","0",,
"1696520207.842",,"0.13",
"1696520207.865","0",,
"1696520207.867",,"0",
"1696520207.887","0",,
"1696520207.889",,"0",
"1696520207.91","0",,
"1696520207.912",,"0",
"1696520207.938","0",,
"1696520207.94",,"0",
"1696520207.961","0",,
"1696520207.963",,"0",
"1696520207.983","0",,
"1696520207.985",,"0",
"1696520208.005","0",,
"1696520208.007",,"0",
"1696520208.027","0",,
"1696520208.029",,"0",
"1696520208.049","0",,
"1696520208.051",,"0",
"1696520208.073","0",,
"1696520208.075",,"0",
"1696520208.095","0",,
"1696520208.097",,"0",
"1696520208.119","0",,
"1696520208.121",,"0",
"1696520208.147","0",,
"1696520208.149",,"0",
"1696520208.169","0",,
"1696520208.171",,"0",
"1696520208.191","0",,
"1696520208.193",,"0",
"1696520208.213","0",,
"1696520208.215",,"0",
"1696520208.235","0",,
"1696520208.237",,"0",
"1696520208.257","0",,
"1696520208.259",,"0",
"1696520208.279","0",,
"1696520208.281",,"0",
"1696520208.301","0",,
"1696520208.303",,"0",
"1696520208.323","0",,
"1696520208.325",,"0",
"1696520208.352","0",,
"1696520208.354",,"0",
"1696520208.374","0",,
"1696520208.376",,"0",
"1696520208.395","0",,
"1696520208.397",,"0",
"1696520208.417","0",,
"1696520208.419",,"0",
"1696520208.439","0",,
"1696520208.441",,"0",
"1696520208.462","0",,
"1696520208.464",,"0",
"1696520208.484","0",,
"1696520208.486",,"0",
"1696520208.506","0",,
"1696520208.508",,"0",
"1696520208.528","0",,
"1696520208.53",,"0",
"1696520208.563","0",,
"1696520208.565",,"0",
"1696520208.585","0",,
"1696520208.587",,"0",
"1696520208.607","0",,
"1696520208.609",,"0",
"1696520208.629","0",,
"1696520208.631",,"0",
"1696520208.658","0",,
"1696520208.66",,"0",
"1696520208.681","0",,
"1696520208.683",,"0",
"1696520208.703","0",,
"1696520208.705",,"0",
"1696520208.725","0",,
"1696520208.727",,"0",
"1696520208.747","0",,
"1696520208.749",,"0",
"1696520208.769","0",,
"1696520208.771",,"0",
"1696520208.792","0",,
"1696520208.794",,"0",
"1696520208.814","0",,
"1696520208.816",,"0",
"1696520208.836","0",,
"1696520208.838",,"0",
"1696520208.863","0",,
"1696520208.865",,"0",
"1696520208.886","0",,
"1696520208.888",,"0",
"1696520208.908","0",,
"1696520208.91",,"0",
"1696520208.93","0",,
"1696520208.932",,"0",
"1696520208.961","0",,
"1696520208.963",,"0",
"1696520208.984","0",,
"1696520208.986",,"0",
"1696520209.005","0",,
"1696520209.007",,"0",
"1696520209.027","0",,
"1696520209.029",,"0",
"1696520209.048","0",,
"1696520209.05",,"0",
"1696520209.07","0",,
"1696520209.072",,"0",
"1696520209.093","0",,
"1696520209.095",,"0",
"1696520209.115","0",,
"1696520209.117",,"0",
"1696520209.138","0",,
"1696520209.14",,"0",
"1696520209.166","0",,
"1696520209.168",,"0",
"1696520209.188","0",,
"1696520209.19",,"0",
"1696520209.21","0",,
"1696520209.212",,"0",
"1696520209.235","0",,
"1696520209.237",,"0",
"1696520209.27","0",,
"1696520209.272",,"0",
"1696520209.292","0",,
"1696520209.294",,"0",
"1696520209.314","0",,
"1696520209.316",,"0",
"1696520209.336","0",,
"1696520209.338",,"0",
"1696520209.358","0",,
"1696520209.36",,"0",
"1696520209.384","0",,
"1696520209.386",,"0",
"1696520209.406","0",,
"1696520209.408",,"0",
"1696520209.428","0",,
"1696520209.43",,"0",
"1696520209.45","0",,
"1696520209.452",,"0",
"1696520209.479","0",,
"1696520209.481",,"0",
"1696520209.502","0",,
"1696520209.504",,"0",
"1696520209.523","0",,
"1696520209.525",,"0",
"1696520209.545","0",,
"1696520209.547",,"0",
"1696520209.567","0",,
"1696520209.569",,"0",
"1696520209.59","0",,
"1696520209.592",,"0",
"1696520209.612","0",,
"1696520209.614",,"0",
"1696520209.638","0",,
"1696520209.64",,"0",
"1696520209.66","0",,
"1696520209.662",,"0",
"1696520209.683","0",,
"1696520209.685",,"0",
"1696520209.706","0",,
"1696520209.708",,"0",
"1696520209.728","0",,
"1696520209.73",,"0",
"1696520209.75","0",,
"1696520209.752",,"0",
"1696520209.78","0",,
"1696520209.782",,"0",
"1696520209.804","0",,
"1696520209.806",,"0",
"1696520209.826","0",,
"1696520209.828",,"0",
"1696520209.848","0",,
"1696520209.85",,"0",
